timestamp,date,stamp,code,match_no,bs_flag,bid_order_no,ask_order_no,match_price,match_volume,match_amount
2026-04-02 09:15:00.310,20260402,91500310,000009.SZ,95331,-1,0,95330,0.0,300,0.0
2026-04-02 09:15:01.420,20260402,91501420,000009.SZ,185421,-1,185417,0,0.0,2400,0.0
2026-04-02 09:16:44.350,20260402,91644350,000009.SZ,290744,-1,96331,0,0.0,600,0.0
2026-04-02 09:17:30.900,20260402,91730900,000009.SZ,303669,-1,0,299803,0.0,200,0.0
2026-04-02 09:18:28.760,20260402,91828760,000009.SZ,321674,-1,0,5424,0.0,1000,0.0
2026-04-02 09:19:14.970,20260402,91914970,000009.SZ,337084,-1,0,305147,0.0,2100,0.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506783,1,488628,378796,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506784,1,492603,378796,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506785,2,12733,378796,8.77,3000,26310.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506786,2,228787,378796,8.77,200,1754.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506787,2,228787,419287,8.77,1100,9647.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506788,2,114772,419287,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506789,2,116761,419287,8.77,200,1754.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506790,2,209663,419287,8.77,500,4385.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506791,2,209663,488191,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506792,2,209663,352853,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506793,2,209663,446424,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506794,2,209663,473224,8.77,300,2631.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506795,2,158845,473224,8.77,800,7016.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506796,2,158845,486109,8.77,4200,36834.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506797,2,174846,486109,8.77,2000,17540.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506798,2,234745,486109,8.77,700,6139.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506799,2,234745,484507,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506800,2,234745,502227,8.77,200,1754.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506801,2,250255,502227,8.77,1000,8770.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506802,2,259441,502227,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506803,2,260926,502227,8.77,300,2631.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506804,2,260926,492016,8.77,300,2631.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506805,2,327189,492498,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506806,2,445210,492498,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506807,2,445210,493265,8.77,100,877.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506808,2,445210,491371,8.77,800,7016.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506809,2,481155,491371,8.77,6300,55251.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506810,2,481155,491426,8.77,3700,32449.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506811,2,483555,491426,8.77,1800,15786.0
2026-04-02 09:25:00.000,20260402,92500000,000009.SZ,506812,2,483555,497880,8.77,3200,28064.0
