timestamp,date,stamp,code,match_no,bs_flag,bid_order_no,ask_order_no,match_price,match_volume,match_amount
2026-03-30 09:15:00.890,20260330,91500890,000009.SZ,143500,-1,143487,0,0.0,500,0.0
2026-03-30 09:15:00.920,20260330,91500920,000009.SZ,146598,-1,146597,0,0.0,100,0.0
2026-03-30 09:15:00.920,20260330,91500920,000009.SZ,146599,-1,146584,0,0.0,100,0.0
2026-03-30 09:15:01.630,20260330,91501630,000009.SZ,182387,-1,182384,0,0.0,10000,0.0
2026-03-30 09:15:03.340,20260330,91503340,000009.SZ,225608,-1,0,201965,0.0,1000,0.0
2026-03-30 09:15:03.900,20260330,91503900,000009.SZ,232471,-1,0,232468,0.0,600,0.0
2026-03-30 09:15:04.550,20260330,91504550,000009.SZ,238469,-1,229909,0,0.0,2500,0.0
2026-03-30 09:15:05.670,20260330,91505670,000009.SZ,243313,-1,126731,0,0.0,400,0.0
2026-03-30 09:16:31.020,20260330,91631020,000009.SZ,264465,-1,250938,0,0.0,100,0.0
2026-03-30 09:16:31.020,20260330,91631020,000009.SZ,264466,-1,250937,0,0.0,100,0.0
2026-03-30 09:16:31.020,20260330,91631020,000009.SZ,264467,-1,250941,0,0.0,100,0.0
2026-03-30 09:16:31.020,20260330,91631020,000009.SZ,264468,-1,250942,0,0.0,100,0.0
2026-03-30 09:16:31.050,20260330,91631050,000009.SZ,264475,-1,250952,0,0.0,100,0.0
2026-03-30 09:16:31.050,20260330,91631050,000009.SZ,264476,-1,250951,0,0.0,100,0.0
2026-03-30 09:16:34.870,20260330,91634870,000009.SZ,265529,-1,221869,0,0.0,200,0.0
2026-03-30 09:17:01.990,20260330,91701990,000009.SZ,272981,-1,209811,0,0.0,100,0.0
2026-03-30 09:17:04.460,20260330,91704460,000009.SZ,273671,-1,205653,0,0.0,100,0.0
2026-03-30 09:17:24.750,20260330,91724750,000009.SZ,279694,-1,195478,0,0.0,500,0.0
2026-03-30 09:17:46.430,20260330,91746430,000009.SZ,287075,-1,135503,0,0.0,100,0.0
2026-03-30 09:18:00.440,20260330,91800440,000009.SZ,292072,-1,288859,0,0.0,28000,0.0
2026-03-30 09:18:58.140,20260330,91858140,000009.SZ,312828,-1,0,309643,0.0,1500,0.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519327,1,266956,163617,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519328,1,502764,163617,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519329,1,502764,246037,9.04,400,3616.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519330,1,508049,246037,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519331,1,508049,355144,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519332,1,511088,355144,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519333,1,511088,377081,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519334,2,337644,377081,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519335,1,463120,377081,9.04,600,5424.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519336,1,463120,377523,9.04,2000,18080.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519337,1,463120,417330,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519338,1,463120,422095,9.04,1200,10848.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519339,2,463120,474205,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519340,1,492511,474205,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519341,1,495445,474205,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519342,1,495445,337652,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519343,1,495445,337679,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519344,1,495445,495033,9.04,1800,16272.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519345,2,487510,495033,9.04,2600,23504.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519346,1,487510,481940,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519347,2,831,481940,9.04,600,5424.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519348,2,831,418746,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519349,2,25851,418746,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519350,2,74949,418746,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519351,2,92384,418746,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519352,2,108092,418746,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519353,2,108092,453724,9.04,4100,37064.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519354,2,125471,453724,9.04,500,4520.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519355,2,133520,453724,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519356,2,142592,453724,9.04,500,4520.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519357,2,170963,453724,9.04,1600,14464.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519358,2,170963,499845,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519359,2,170963,479479,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519360,2,174409,479479,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519361,2,174409,235284,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519362,2,174876,235284,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519363,2,208607,235284,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519364,2,209069,235284,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519365,2,217219,235284,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519366,1,342476,235284,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519367,1,424412,235284,9.04,2300,20792.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519368,1,517387,235284,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519369,1,484512,235284,9.04,2000,18080.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519370,1,484512,320854,9.04,2000,18080.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519371,1,484512,394478,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519372,2,323367,394478,9.04,500,4520.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519373,1,323367,44664,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519374,2,323367,514006,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519375,2,323367,515053,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519376,2,22708,515053,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519377,2,434425,515053,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519378,2,436685,515053,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519379,2,498208,515053,9.04,1500,13560.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519380,1,498208,385827,9.04,2500,22600.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519381,2,498208,499995,9.04,700,6328.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519382,1,502199,499995,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519383,2,206633,499995,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519384,2,206633,388596,9.04,900,8136.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519385,2,250811,388596,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519386,2,265181,428721,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519387,2,274758,428721,9.04,500,4520.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519388,2,314073,428721,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519389,2,341725,428721,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519390,2,345613,428721,9.04,1100,9944.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519391,2,345613,470235,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519392,2,345613,488208,9.04,1200,10848.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519393,2,345613,508380,9.04,1400,12656.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519394,2,366664,508380,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519395,2,366664,392838,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519396,2,367345,392838,9.04,1200,10848.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519397,2,370704,392838,9.04,2000,18080.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519398,2,380243,392838,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519399,2,380456,392838,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519400,2,385519,392838,9.04,400,3616.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519401,1,427505,392838,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519402,1,439524,392838,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519403,2,246481,392838,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519404,2,274671,392838,9.04,2100,18984.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519405,2,302403,392838,9.04,2900,26216.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519406,2,302403,429138,9.04,1900,17176.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519407,2,302403,461742,9.04,1000,9040.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519408,2,302403,469224,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519409,2,418408,469224,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519410,2,418408,482088,9.04,700,6328.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519411,2,425772,482088,9.04,300,2712.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519412,2,425772,482569,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519413,2,429816,482569,9.04,100,904.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519414,2,442964,482569,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519415,2,455345,483618,9.04,200,1808.0
2026-03-30 09:25:00.000,20260330,92500000,000009.SZ,519416,2,455345,499698,9.04,1800,16272.0
2026-03-30 09:30:00.000,20260330,93000000,000009.SZ,617780,1,617779,499698,9.04,700,6328.0
2026-03-30 09:30:00.020,20260330,93000020,000009.SZ,620521,-1,0,197712,0.0,100,0.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,631673,-1,263109,0,0.0,1000,0.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633846,2,56763,633845,9.03,600,5418.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633847,2,144540,633845,9.03,1200,10836.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633848,2,57420,633845,9.01,2300,20723.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633849,2,221959,633845,9.01,500,4505.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633850,2,275738,633845,9.01,200,1802.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633851,2,412621,633845,9.01,1800,16218.0
2026-03-30 09:30:00.040,20260330,93000040,000009.SZ,633852,2,93991,633845,9.0,1000,9000.0
2026-03-30 09:30:00.050,20260330,93000050,000009.SZ,638604,-1,0,18942,0.0,800,0.0
2026-03-30 09:30:00.050,20260330,93000050,000009.SZ,642663,-1,0,201492,0.0,100,0.0
2026-03-30 09:30:00.060,20260330,93000060,000009.SZ,644664,1,644663,640414,9.02,100,902.0
2026-03-30 09:30:00.060,20260330,93000060,000009.SZ,644665,1,644663,644461,9.03,5000,45150.0
2026-03-30 09:30:00.060,20260330,93000060,000009.SZ,644666,1,644663,499698,9.04,6700,60568.0
2026-03-30 09:30:00.060,20260330,93000060,000009.SZ,646646,1,646645,499698,9.04,2100,18984.0
2026-03-30 09:30:00.060,20260330,93000060,000009.SZ,646647,1,646645,500317,9.04,1900,17176.0
2026-03-30 09:30:00.070,20260330,93000070,000009.SZ,649984,1,649983,500317,9.04,100,904.0
2026-03-30 09:30:00.090,20260330,93000090,000009.SZ,666737,-1,0,246513,0.0,200,0.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667392,2,183469,667391,9.0,500,4500.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667393,2,191860,667391,9.0,900,8100.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667394,2,208164,667391,9.0,400,3600.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667395,2,252680,667391,9.0,200,1800.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667396,2,266767,667391,9.0,100,900.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667397,2,268034,667391,9.0,1000,9000.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667398,2,423292,667391,9.0,1000,9000.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667399,2,432763,667391,9.0,100,900.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667400,2,465988,667391,9.0,500,4500.0
2026-03-30 09:30:00.100,20260330,93000100,000009.SZ,667401,2,491490,667391,9.0,1353,12177.0
2026-03-30 09:30:00.110,20260330,93000110,000009.SZ,674540,-1,0,422060,0.0,9800,0.0
2026-03-30 09:30:00.130,20260330,93000130,000009.SZ,686769,1,686768,685199,9.01,500,4505.0
2026-03-30 09:30:00.140,20260330,93000140,000009.SZ,692869,1,692868,685199,9.01,1000,9010.0
2026-03-30 09:30:00.140,20260330,93000140,000009.SZ,695139,1,695138,685199,9.01,1500,13515.0
