timestamp,date,stamp,dtype,code,name,market,sum_volume,sum_amount,status,new_price,new_volume,new_amount,new_bid_volume,new_bid_amount,new_ask_volume,new_ask_amount,bp1,bp2,bp3,bp4,bp5,bp6,bp7,bp8,bp9,bp10,bv1,bv2,bv3,bv4,bv5,bv6,bv7,bv8,bv9,bv10,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,av1,av2,av3,av4,av5,av6,av7,av8,av9,av10,open,high,low,upper_limit,lower_limit,pre_close,close,pre_settle,settle,pre_open_interest,open_interest,multiple,price_step,list_date,expire_date,exercise_price,cp_flag,underlying_code,min_order_volume,interest,sum_bid_volume,sum_bid_amount,sum_ask_volume,sum_ask_amount
2026-04-02 09:31:00,20260402,93100000,1,000009.SZ,中国宝安,2,450100,3938970.0,0,8.72,450100,3938970.0,162000,1417810.0,288100,2521160.0,8.72,8.71,8.7,8.69,8.68,8.67,8.66,8.65,8.64,8.63,50400,85800,51200,18200,37000,9600,8400,23500,4800,6000,8.73,8.74,8.75,8.76,8.77,8.78,8.79,8.8,8.81,8.82,25200,42500,11700,3900,3600,70800,12800,25300,10900,32100,8.77,8.77,8.72,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,162000,1417810.0,288100,2521160.0
2026-04-02 09:32:00,20260402,93200000,1,000009.SZ,中国宝安,2,896100,7827478.0,0,8.76,446000,3888508.0,196200,1711851.0,249800,2176657.0,8.75,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,8.65,5100,15700,23500,62400,48900,25400,47500,11600,10400,34600,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,3000,36700,71600,17800,28300,11900,31100,200,8500,4800,8.72,8.76,8.71,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,358200,3129661.0,537900,4697817.0
2026-04-02 09:33:00,20260402,93300000,1,000009.SZ,中国宝安,2,1034800,9040370.0,0,8.73,138700,1212892.0,39900,349198.0,98800,863694.0,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,8.65,8.64,11600,42800,69900,100900,37000,62300,26000,33600,39600,4800,8.74,8.75,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,2100,8000,10600,36000,72800,18800,28300,11900,69200,700,8.75,8.76,8.73,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,398100,3478859.0,636700,5561511.0
2026-04-02 09:34:00,20260402,93400000,1,000009.SZ,中国宝安,2,1157000,10107774.0,0,8.76,122200,1067404.0,68500,598553.0,53700,468851.0,8.75,8.74,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,121600,124600,143800,63600,130300,110500,41000,64000,25000,28600,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,26000,39200,81900,16800,28300,10900,69200,700,6700,6700,8.74,8.76,8.73,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,466600,4077412.0,690400,6030362.0
2026-04-02 09:35:00,20260402,93500000,1,000009.SZ,中国宝安,2,1466500,12813806.0,0,8.73,309500,2706032.0,56402,493045.5,253098,2212986.5,8.72,8.71,8.7,8.69,8.68,8.67,8.66,8.65,8.64,8.63,100900,133600,141100,103000,67200,25000,30200,41200,5200,10500,8.73,8.74,8.75,8.76,8.77,8.78,8.79,8.8,8.81,8.82,49100,11600,14800,21300,58900,88900,6800,37300,10400,69200,8.75,8.75,8.72,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,523002,4570457.5,943498,8243348.5
2026-04-02 09:36:00,20260402,93600000,1,000009.SZ,中国宝安,2,1629800,14239043.0,0,8.73,163300,1425237.0,77500,676706.0,85800,748531.0,8.72,8.71,8.7,8.69,8.68,8.67,8.66,8.65,8.64,8.63,104200,141800,161000,104000,89600,25500,34700,43200,5200,10200,8.73,8.74,8.75,8.76,8.77,8.78,8.79,8.8,8.81,8.82,22700,16400,20100,35200,58800,87900,6800,37300,10400,70700,8.73,8.74,8.72,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,600502,5247163.5,1029298,8991879.5
2026-04-02 09:37:00,20260402,93700000,1,000009.SZ,中国宝安,2,1856400,16218357.0,0,8.76,226600,1979314.0,159000,1389294.0,67600,590020.0,8.75,8.74,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,19400,14300,38700,125000,149200,131400,105000,110500,35400,35200,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,40200,65500,82400,7200,35100,10400,70700,4700,6700,7500,8.72,8.76,8.72,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,759502,6636457.5,1096898,9581899.5
2026-04-02 09:38:00,20260402,93800000,1,000009.SZ,中国宝安,2,1975600,17261998.0,0,8.75,119200,1043641.0,51600,451999.0,67600,591642.0,8.76,8.75,8.74,8.73,8.72,8.71,8.7,8.69,8.68,8.67,3800,41300,43000,60100,123100,168200,138500,105000,108600,36400,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,8.86,41800,81800,10700,36700,10400,71700,4700,6700,5700,3700,8.75,8.77,8.75,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,811102,7088456.5,1164498,10173541.5
2026-04-02 09:39:00,20260402,93900000,1,000009.SZ,中国宝安,2,2098200,18336160.0,0,8.76,122600,1074162.0,89600,785224.0,33000,288938.0,8.75,8.74,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,13700,42700,61700,87900,160800,148600,106600,108600,36400,36800,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,5800,55700,82300,11800,32000,10400,73700,12000,6700,5700,8.76,8.76,8.75,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,900702,7873680.5,1197498,10462479.5
2026-04-02 09:40:00,20260402,94000000,1,000009.SZ,中国宝安,2,2178000,19034518.0,0,8.75,79800,698358.0,23100,202237.0,56700,496121.0,8.75,8.74,8.73,8.72,8.71,8.7,8.69,8.68,8.67,8.66,4100,27200,85600,89900,161500,161600,107700,127900,36700,36800,8.76,8.77,8.78,8.79,8.8,8.81,8.82,8.83,8.84,8.85,34900,58900,82300,2500,34200,10400,68700,12000,14200,7600,8.76,8.76,8.74,9.7,7.94,8.82,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,,0,0.0,923802,8075917.5,1254198,10958600.5
