code,date,tail_threshold_amount,tail_history_n_dates,tail_order_count,tail_committed_amount_share,submitted_pressure,cancellation_adjusted_pressure,executed_pressure,quantile_large_submitted_pressure,quantile_large_committed_pressure,quantile_large_executed_pressure,commitment_asymmetry,execution_conversion_asymmetry,price_net_flow_confirmation,indicative_path_return,signed_net_flow_amount,price_flow_direction_conflict,price_response_per_million_flow,price_path_grid_coverage,surprise__submitted_pressure,surprise__cancellation_adjusted_pressure,surprise__quantile_large_submitted_pressure,surprise__quantile_large_committed_pressure,surprise__commitment_asymmetry,surprise__execution_conversion_asymmetry,surprise__price_net_flow_confirmation,surprise__indicative_path_return
000713.SZ,2026-02-11,133443.23999999993,20.0,42.0,0.6492494783905508,-0.7093376796724418,-0.7071419899706883,0.0028431668082540902,-0.8192177455645009,-0.8192177455645009,-1.0,0.008759737908627607,0.025745841407320655,0.08791699501722053,0.0,-22773396.200000003,,0.0,1.0,0.015864501495858274,0.022643273315632095,0.014921973205617167,0.041909512247198744,0.021528298441032934,-0.0845840153477176,0.13097770225873576,-0.0014513788098695635
000713.SZ,2026-02-12,135630.39999999997,20.0,44.0,0.6375637542620366,-0.6913356620934756,-0.6838774741846894,0.0068829126519291085,-0.8236480589023827,-0.8182883323111253,-1.0,0.027677451754907767,0.053608263878808904,0.18573748364586173,0.005908419497784312,-18716602.549999997,1.0,0.0003156779913448553,1.0,0.032321715828228736,0.04590778910163107,0.004190296859650888,0.026509703937429352,0.04044601228731309,-0.056721592876229354,0.22879819088737696,0.004457040687914748
000713.SZ,2026-02-13,136000.0,20.0,19.0,0.44844768794001644,-0.749456912186828,-0.7448509459085176,0.010280826619998995,-0.935554094509062,-0.9337408831315247,,0.020245141462379435,0.13077375745193223,0.21162064833171884,0.0029673590504450953,-5134384.5200000005,1.0,0.000577938609561817,1.0,-0.03379225817196707,-0.02087064848886988,-0.11213985051304343,-0.10590252736949113,0.030066874662318832,0.02483498738763125,0.19876438045343492,0.001507455254908252
000713.SZ,2026-02-24,135335.99999999977,20.0,35.0,0.5484137923432444,-0.6967481125128429,-0.6992143112747482,0.018864261362044624,-0.8015041335837593,-0.7994580517660075,1.0,-0.009381974074498478,0.17953971404879973,-0.10714013386234958,0.008902077151335286,-16796940.4,1.0,0.0005299820645511583,1.0,0.018916541502018047,0.024765986144899554,0.026568037084638507,0.04533998448254717,0.00043975912544091944,0.06285181515444332,-0.1627263356780706,0.007442173355798443
000713.SZ,2026-02-25,135919.9999999997,20.0,46.0,0.6031667243686812,-0.7197217892242209,-0.7232498558133916,0.0063665581690515675,-0.8390978620739753,-0.8390978620739753,-0.0341819661211645,-0.01455186956255694,0.17738700192517387,-0.14652241587270393,0.022321428571428603,-22548229.599999998,1.0,0.0009899415150281961,1.0,-0.009708559566611763,-0.006480386649729719,-0.017664959840533512,-0.01324084807451853,-0.0034785072028160613,0.060699103030817464,-0.15937868375098785,0.02086152477589176
000713.SZ,2026-02-26,137600.0,20.0,41.0,0.5132529009291638,-0.5464006675756813,-0.5439769308848458,0.014587615961620379,-0.6451570617943948,-0.6408447261719339,0.4839492554955078,0.006802696843509426,0.1916520958351598,0.08511706396013334,0.0043290043290042934,-16513805.54,1.0,0.00026214456253092296,1.0,0.16361256208192787,0.1736118330564318,0.17627584043904698,0.1883130776473042,0.019571257375914752,0.0667587154442548,0.09183459546557657,0.002134935923803649
000713.SZ,2026-02-27,138400.0,20.0,35.0,0.536834366578518,-0.6584701749757694,-0.6593662879880928,0.029157327974856376,-0.7886921536885205,-0.7886921536885205,0.8691588785046729,-0.0031408548508031764,0.05444113463383107,-0.05892264570340175,0.0,-17180339.6,,0.0,1.0,0.0502530022236104,0.05151703714334799,0.029735876193597965,0.030060885249292513,0.00962770568160215,-0.08940668520916023,-0.05220511419795853,-0.0029435335398211304
000713.SZ,2026-03-02,138600.0,20.0,34.0,0.5518039290352228,-0.7316941413055411,-0.7541410354744726,0.00675929295002124,-0.8963520994650035,-0.8930083098142787,-0.608643390266402,-0.09287641943112346,0.2557542912099057,0.08433062342603119,0.013119533527696792,-18101142.0,1.0,0.000724790376634583,1.0,-0.029265747685960797,-0.04565055139226948,-0.08541943505130589,-0.07504498655884795,-0.08180305707138258,0.13086091081900073,0.14510919959035323,0.010175999987875661
000713.SZ,2026-03-03,138600.0,20.0,32.0,0.6228483872123048,-0.751576439773332,-0.7548732201092779,0.0072355058294998765,-0.8640678392226021,-0.8640678392226021,0.16757091520360554,-0.015070475379834969,0.25739814050048143,-0.009981745240527364,0.012820512820512997,-26742898.4,1.0,0.0004793987782757504,1.0,-0.04914804615375168,-0.04638273602707477,-0.04563980934048362,-0.04531480028478907,-0.0023019148474296425,0.11355032065749013,0.04894090046287439,0.00920615147710857
000713.SZ,2026-03-04,138600.0,20.0,31.0,0.5371217807535864,-0.7542162622553966,-0.7666038544048472,0.013431640835056104,-0.9084184590549965,-0.9327376312274555,-0.08626333423190974,-0.05651587307145334,0.34628755848535614,-0.020166723461042455,0.0014104372355430161,-21028297.56,1.0,6.707329642442767e-05,1.0,-0.0517878686358163,-0.058113370322644076,-0.08999042917287803,-0.11398459228964242,-0.04374731253904801,0.17913311640574403,0.0387559222423593,-0.0022039241078614102
000713.SZ,2026-03-05,138866.0,20.0,64.0,0.5764532167376959,-0.5432797762199064,-0.5693515879944439,0.016195404948656462,-0.6850014438676983,-0.7297338807433613,-0.2986541078772417,-0.07228076564569197,0.41708216962363315,-0.05768618357606299,0.007012622720897532,-28668214.8,1.0,0.00024461316373621173,1.0,0.1591486173996739,0.1391388960877593,0.13342658601442015,0.08901915819445172,-0.05862245554192186,0.23861881163664633,-0.01814149899384089,0.003398261377493106
000713.SZ,2026-03-06,138993.5,20.0,38.0,0.5569609210209978,-0.40809182846777453,-0.44864300910406396,0.014055193984582333,-0.4940091972167362,-0.5689955787869342,,-0.09067540113715977,0.042585583010420376,0.03855555849947275,-0.0042918454935623185,-12362975.0,0.0,-0.0003471531321192489,1.0,0.28595005883538477,0.2545351415186543,0.3169234671969614,0.24896774446849657,-0.07701709103338966,-0.14301032193155938,0.07748201201802547,-0.008587029476246344
000713.SZ,2026-03-09,139246.79999999996,20.0,52.0,0.5048383655967177,-0.5725907637922504,-0.583577669432867,0.013799072591569247,-0.6301939250652312,-0.6500257432610644,0.2820295570488647,-0.03228717930278868,0.2769902747805355,-0.09440738622837129,0.00969529085872578,-21120485.67,1.0,0.00045904677620632205,1.0,0.12145112351090892,0.11960048118985123,0.17267164904047794,0.1612319302083277,-0.017476006831592727,0.09139436983855576,-0.07933315187758638,0.005400106876041755
000713.SZ,2026-03-10,139564.6499999998,20.0,64.0,0.5718686492234579,-0.27697353551785425,-0.2770989563979008,0.02706879577107044,-0.4100200462300126,-0.4100200462300126,-0.08091974481415228,-0.000270254023435057,0.13308971753183207,0.08649280467230686,-0.01406469760900153,-11431729.5,0.0,-0.001230321064629836,1.0,0.41706835178530505,0.414446936331818,0.39284552787569654,0.3918224869668206,0.014540918447760898,-0.052506187410147676,0.10156703902309176,-0.019183409522395833
000713.SZ,2026-03-11,141259.99999999985,20.0,29.0,0.49760460536222234,-0.6327874235484293,-0.6614860186403526,0.017395583084893917,-0.7565518520544714,-0.8128523671870069,-1.0,-0.09283538448083128,0.08206957933859192,0.08380215003670627,0.007042253521126751,-15461531.6,1.0,0.00045546933533585355,1.0,0.06125446375472998,0.030059874089366168,0.04631372205123774,-0.011009833990173745,-0.07802421200963533,-0.09639377864839489,0.09887638438749118,0.003394071831402057
