code,date,tail_threshold_amount,tail_history_n_dates,tail_order_count,tail_committed_amount_share,submitted_pressure,cancellation_adjusted_pressure,executed_pressure,quantile_large_submitted_pressure,quantile_large_committed_pressure,quantile_large_executed_pressure,commitment_asymmetry,execution_conversion_asymmetry,price_net_flow_confirmation,indicative_path_return,signed_net_flow_amount,price_flow_direction_conflict,price_response_per_million_flow,price_path_grid_coverage,surprise__submitted_pressure,surprise__cancellation_adjusted_pressure,surprise__quantile_large_submitted_pressure,surprise__quantile_large_committed_pressure,surprise__commitment_asymmetry,surprise__execution_conversion_asymmetry,surprise__price_net_flow_confirmation,surprise__indicative_path_return
002438.SZ,2026-04-03,157986.15000000026,20.0,14.0,0.43976825933394353,-0.23874016866970055,-0.20316254274962722,0.010337618970753817,-0.15673101580016702,-0.06711486284978578,0.06572496314327836,0.07208700768607368,0.0449589741185228,0.09214485445866785,0.0067733990147784695,-138740.99999999994,1.0,0.048820456928591056,1.0,0.18221282227363073,0.24512824804962816,0.3361464592391752,0.49253965240745295,0.09620697120866667,-0.06907208039293096,0.11450004046502499,0.011966049303485382
002438.SZ,2026-04-07,159857.99999999994,20.0,15.0,0.4936257393222155,-0.5984529127917129,-0.6176312860958816,0.04133139763104933,-0.7400248174244033,-0.7400248174244033,1.0,-0.05903941670841206,0.32882899200010374,0.27438324518142254,-0.0006112469437651313,-6423093.0,0.0,-9.516395664285667e-05,1.0,-0.2187017580692754,-0.17401330392803538,-0.26883377374232803,-0.25389352752382754,-0.03491945318581907,0.21913989045839924,0.27626113480282616,0.002303171253045022
002438.SZ,2026-04-08,160107.09999999992,20.0,30.0,0.6492592918885788,-0.2063315692771351,-0.20364872172647164,0.012140786702597432,-0.16059670069675486,-0.16059670069675486,0.2192321912455013,0.005564704340421001,0.16521440888125144,0.025857990130134026,0.02922885572139311,-4313418.0,1.0,0.006776263214320136,1.0,0.17341958544530237,0.23996926044137457,0.3105943429853204,0.3255345892038209,0.03913536605214607,0.05552530733954694,0.003165187564641639,0.030361837163490724
002438.SZ,2026-04-09,162094.99999999988,20.0,37.0,0.7389696523363252,-0.6500854633680896,-0.6494710214469762,0.017289372111201934,-0.8498824362778329,-0.8498824362778329,-0.5927408846454547,0.002123386769183555,0.18661850337374036,-0.1788494121809759,-0.0199530516431925,-21122231.0,0.0,-0.0009446469761263172,1.0,-0.2703343086456521,-0.20585303927913,-0.4078226039020949,-0.3796411052168968,0.026243350291776546,0.056587091112426824,-0.18215594424925402,-0.018820070201094885
002438.SZ,2026-04-10,164461.19999999984,20.0,14.0,0.5627318534908299,-0.6323613812635348,-0.6539551138455452,0.00952719358635546,-0.8467345921933862,-0.8918199391124235,,-0.06976936879777862,0.08413721575305255,-0.13994424860838478,0.0,-666965.0,,0.0,1.0,-0.2526102265410973,-0.21033713167769896,-0.4046747598176482,-0.42157860805148745,-0.04564940527518563,-0.06682690919195772,-0.14325078067666291,0.002392683698477671
002441.SZ,2026-01-05,,0.0,0.0,0.0,-0.7857843533848714,-0.7855591407313305,0.023554692879544963,,,,0.0011762136932268463,0.08924713846253356,,0.0,-14316366.0,,0.0,1.0,,,,,,,,
002441.SZ,2026-01-06,,1.0,0.0,0.0,-0.7113321903222636,-0.7074863148223417,0.029802874833176538,,,,0.015365429625290639,0.04035852722611525,-0.24652625377117465,0.0,-11827689.0,,0.0,1.0,,,,,,,,
002441.SZ,2026-01-07,,2.0,0.0,0.0,-0.7382334374748286,-0.7387511617485865,0.02260668497223197,,,,-0.002274976527532502,0.05222563153685407,-0.22606824489080485,0.001051524710830698,-1909200.0,1.0,0.0005507671856432784,1.0,,,,,,,,
002441.SZ,2026-01-08,,3.0,0.0,0.0,-0.6743192354037092,-0.7627864073658391,0.005533990191472026,,,,-0.30819127391974654,0.21719747235850198,0.04051046304147186,-0.005208333333333259,-14080288.1,0.0,-0.0003699024690647409,1.0,,,,,,,,
002441.SZ,2026-01-09,,4.0,0.0,0.0,-0.6983259088016416,-0.7413095107060022,0.013157351493592989,,,,-0.15261355844373092,0.07643173944144237,0.09801439477162774,-0.0031152647975078995,-14951516.0,0.0,-0.00020835778776598246,1.0,,,,,,,,
002441.SZ,2026-01-12,103000.0,5.0,22.0,0.7092000191494631,-0.735782031782113,-0.7387597250350264,0.010116965725491247,-0.879218711408036,-0.879218711408036,-0.34444489445647164,-0.012942864221467398,0.5075583355702049,0.07581425055034353,0.0,-17190630.0,,0.0,1.0,-0.02444984145984941,0.002549785670975746,,,-0.010667887693934897,0.43112659612876253,,0.0
002441.SZ,2026-01-13,103000.0,6.0,24.0,0.6842352265031701,-0.6503187884990201,-0.7362184821607657,0.028753192265596497,-0.7241388996552919,-0.8497471856990714,,-0.2828090558264251,0.06928935007499662,-0.2148250897550996,-0.0020790020790020236,-15566675.0,0.0,-0.00013355466591304116,1.0,0.0732383225531682,0.0038161357097485915,,,-0.2752001354519252,-0.013550088876991342,-0.25533555279657144,-0.0020790020790020236
002441.SZ,2026-01-14,103000.0,7.0,16.0,0.6176237115476868,-0.7198633066923168,-0.7196461057578419,0.01270494987955552,-0.9582886839737021,-0.9582886839737021,,0.0009006264003561526,0.05159741385827048,-0.016304347826086956,-0.0020942408376964927,-13087320.0,0.0,-0.00016002060297267375,1.0,-0.008531116370053216,0.019113619277184468,,,0.013843490621823551,-0.02483432558317189,0.07085296553072691,-0.0020942408376964927
002441.SZ,2026-01-15,103000.0,8.0,19.0,0.6218348545885265,-0.6461481921280436,-0.6458468989514083,0.0465321968818778,-0.9781202464666366,-0.9781202464666366,-1.0,0.0010333700045621619,0.14908672825127312,0.1838536318864412,-0.008429926238145424,-13073023.08,0.0,-0.0006448337302365398,1.0,0.06944955637924655,0.09290854444039809,,,0.008642290379062112,0.07622618349305363,0.20015797971252813,-0.0073904251986444125
002441.SZ,2026-01-16,103000.0,9.0,32.0,0.6323256890611317,-0.3286645400429631,-0.3292486431602708,0.013184922566357594,-0.548408492304552,-0.548408492304552,0.0404153533672473,-0.0013091026644367343,0.10058558110607804,0.16007826263082692,-0.003092783505154628,-7897623.0,0.0,-0.0003916094127504233,1.0,0.3826676502793005,0.40950251858831566,,,0.0009658738630957675,0.024153841664635675,0.14797520502313447,-0.0010137814261526046
002441.SZ,2026-01-19,103069.99999999999,10.0,28.0,0.6631090950482943,-0.6989305666986732,-0.6989305666986732,0.03021626208750807,-0.8931202243295416,-0.8931202243295416,0.3617629757868207,0.0,0.22174133646997082,0.10668658648217674,-0.011258955987717423,-15227768.0,0.0,-0.0007393700762788535,1.0,0.005898482863279431,0.03855425525600298,-0.013901512921505654,-0.013901512921505654,0.001792039595984618,0.13890189751798288,0.06617612344070489,-0.009172334529368165
002441.SZ,2026-01-20,103871.59999999983,11.0,49.0,0.6976847853881716,-0.6912175022733569,-0.6950411005260756,0.02092656096609782,-0.8618243369080301,-0.8618243369080301,-0.10816889976409871,-0.014578648167893005,0.29348219682900795,0.20222432641874064,-0.001980198019801982,-24391910.0,0.0,-8.118257323030057e-05,1.0,0.007713064425316274,0.04117738163469009,0.024345130960758743,0.024345130960758743,-0.01326954550345627,0.20423505836647438,0.14406196962283294,0.00011404281789451076
002441.SZ,2026-01-21,104900.0,12.0,26.0,0.6050229169377735,-0.611181894139334,-0.6102170692497447,0.02165088375437947,-0.7742221940590727,-0.7742221940590727,-0.4268258716381612,0.003049299856047183,0.2464992215508055,-0.06587224974403845,0.0019685039370078705,-16107543.0,1.0,0.000122210068724184,1.0,0.08744634361082337,0.11771522470955909,0.10499651734896331,0.10499651734896331,0.004841339452031801,0.1515828617664997,-0.14168650029438198,0.004055125395357129
002441.SZ,2026-01-22,104400.0,13.0,34.0,0.6181619393881935,-0.5117127132351024,-0.5168444502961875,0.02050258506673079,-0.7424143004167192,-0.7424143004167192,-0.2658195860413327,-0.013842627837852284,0.05832585545863478,0.14845330845078836,0.0,469576.35999999987,,0.0,1.0,0.18661319556653921,0.2028016554616544,0.1281072237413139,0.1281072237413139,-0.01253352517341555,-0.042259725647443264,0.09029095165488066,0.0020790020790020236
002441.SZ,2026-01-23,105000.0,14.0,20.0,0.632000591892718,-0.7287720201081258,-0.7413616535929555,0.019964484640123063,-0.9206337274632209,-0.9397980067846863,1.0,-0.05331134217984568,0.11993963084273954,-0.2223880614697395,0.00990099009900991,-16192670.0,1.0,0.0006114488900847915,1.0,-0.03400031457062658,-0.027795443302863654,-0.058809390555190855,-0.07797366987665622,-0.05151930258386106,0.025023271058433744,-0.298202312020083,0.011930590148411913
002441.SZ,2026-01-26,105000.0,15.0,25.0,0.6316234987034364,-0.7366794370492977,-0.7369839936520831,0.02440949213762803,-0.8793607082570405,-0.8793607082570405,0.13446535107847638,-0.0013317338040015336,0.1571268767293575,0.0024687636586100243,0.007843137254901933,-1867796.0,1.0,0.004199140192450211,1.0,-0.03835352824765614,-0.017337887894241177,-0.008839184099007413,-0.008839184099007413,0.0009432427235309682,0.05654129562327945,-0.05569359313729767,0.009823335274703915
002441.SZ,2026-01-27,105000.0,16.0,21.0,0.6651582011177257,-0.7333699748635015,-0.7172666358795147,0.054057614614438726,-1.0,-1.0,,0.06569472763939221,0.08348480909615352,-0.20188192116168902,-0.011822660098522286,-13675689.0,0.0,-0.0008645019712367999,1.0,-0.03474173711334416,0.010665658079789142,-0.12078128859196402,-0.12078128859196402,0.06749808280515923,-0.026777796878255267,-0.24239238420316087,-0.010832561088621295
002441.SZ,2026-01-28,105000.0,17.0,24.0,0.711456663308436,-0.739772434107125,-0.7386217336209856,0.02801890737666485,-0.8276156748045963,-0.8276156748045963,,0.005060930504723449,0.013980075110069235,,0.0,-1833793.0,,0.0,1.0,-0.04084186740845186,-0.018975627863143663,0.05167403502794199,0.05167403502794199,0.006392664308724982,-0.0866055059960088,,0.001980198019801982
002441.SZ,2026-01-29,105000.0,18.0,21.0,0.7082165815697085,-0.6152265180537907,-0.6161488901308729,0.017173222733458622,-0.711678981585932,-0.711678981585932,0.0806538025769167,-0.0029619132139907522,0.0966430637976219,-0.11665549401903981,0.004024144869215318,-1933606.0,1.0,0.0020811607272697937,1.0,0.08990486045667767,0.11178340382843088,0.16753972982210397,0.16753972982210397,-0.0016414949797716183,0.0017267040133161077,-0.13814510736908076,0.005014243879116309
002441.SZ,2026-01-30,105000.0,19.0,15.0,0.6855427481875793,-0.7489780512069482,-0.7508733505926011,0.025241339548749533,-0.9699990462854714,-0.9699990462854714,,-0.008624648177934291,0.0547871905239839,,0.0,-1228381.0,,0.0,1.0,-0.05004748450827501,-0.031227244834759138,-0.09947752212743832,-0.09947752212743832,-0.007292914373932757,-0.041855873273638,,0.0
002441.SZ,2026-02-02,105000.0,20.0,11.0,0.6478401610797054,-0.7318505432048391,-0.7318505432048391,0.015760430731499752,-1.0,-1.0,,0.0,0.10684395396631133,0.061712142721293425,0.0020470829068577334,-1804263.0,1.0,0.0011345812150759611,1.0,-0.026719164694370745,-0.003918249245535299,-0.12078128859196402,-0.12078128859196402,0.0018033551657670177,0.0138988528362336,0.0592433790626834,0.0020470829068577334
002441.SZ,2026-02-03,105000.0,20.0,24.0,0.6949888050535349,-0.6594566227717018,-0.6594462260152114,0.01252464137083795,-0.8099933757447487,-0.8099933757447487,0.13885639867402375,3.6660622215300975e-05,0.28559531616275663,-0.12132467184860958,-0.015920398009950265,-13838423.0,0.0,-0.001150448863280817,1.0,0.04567475573876656,0.06630209846612911,0.06929633408778957,0.06929633408778957,0.0018400157879823187,0.18698099371090665,-0.14281428519865053,-0.015920398009950265
002441.SZ,2026-02-04,105100.0,20.0,22.0,0.630765662335239,-0.7018308153745972,-0.7048305389713717,0.017668128165990647,-0.9249054788655058,-0.9249054788655058,-1.0,-0.011797044225723918,0.1092646715918925,0.11657136176503631,-0.0020000000000000018,-3307441.0,0.0,-0.0006046971057078258,1.0,-0.003202577624439873,0.02091778550996881,-0.0456867674574698,-0.0456867674574698,-0.0099936890599569,0.005549904055697816,0.09508174841499537,-0.0010099009900990108
002441.SZ,2026-02-05,105100.0,20.0,233.0,0.6893471852558021,-0.34172496526268126,-0.48072125232999474,0.051007809342349886,-0.5576603476830267,-0.7211279897516812,-0.34395556029568386,-0.28151103300444635,0.5398984175125692,0.1797510539879339,-0.08202154101077053,-52713886.0,0.0,-0.0015559759910466278,1.0,0.3569032724874761,0.23773511848868356,0.32162936214951154,0.15816172008085705,-0.2793642094954502,0.43184410473346724,0.12863975110655124,-0.08003144200086953
002441.SZ,2026-02-06,112000.0,20.0,65.0,0.5008749094351821,0.11495791329838953,0.07419951834382803,0.03504689777258283,0.19653206395558906,0.11165860349152726,0.20570980105632714,-0.07804248442916395,-0.030027116515867702,0.1679074710264695,-0.03888888888888886,2892427.0,1.0,-0.013445071868322145,1.0,0.8135861510485469,0.7852481057692712,1.075750775363625,0.9908773148995632,-0.0758956609201678,-0.1380814292949696,0.09914427439065102,-0.03689878987898787
002441.SZ,2026-02-09,112899.99999999999,20.0,77.0,0.5331929309589641,-0.376026306172708,-0.3881336250483898,0.02967111675116355,-0.5662761165207232,-0.5891714703717749,-0.2133987192372039,-0.027817567028727175,0.37009759451638574,-0.16471609399651432,0.0,-17873992.04,,0.0,1.0,0.319047728313307,0.3137469277866327,0.3042454076373099,0.2813500537862582,-0.025670743519731032,0.26204328173728386,-0.2334792906323328,0.001990099009900992
002441.SZ,2026-02-10,114549.6999999998,20.0,34.0,0.45912300242720494,-0.5081437213039124,-0.5215270226965963,0.026560057663743947,-0.704290651468849,-0.7434228513831702,-0.3789909921238874,-0.034367359244803275,0.22459192073994166,-0.20633357394424756,-0.006329113924050667,-14474752.0,0.0,-0.00043725197668673213,1.0,0.16719334121861695,0.17545881091577809,0.14042935438746418,0.11236290992038045,-0.03222053573580713,0.11653760796083976,-0.2384240271341993,-0.004339014914149675
002441.SZ,2026-02-11,113000.0,20.0,44.0,0.5137647671762793,-0.364002496412344,-0.44950972009029044,0.010897028118719145,-0.458926003425669,-0.5998894777171602,-0.5016595808159916,-0.1825684651769478,0.10402793430307694,0.1786169765140606,-0.002798507462686728,-12776987.0,0.0,-0.0002190271824403131,1.0,0.31133456611018534,0.22773394318035312,0.3857940024306441,0.24483052813915296,-0.18042164166795166,-0.01057421691423907,0.14652652332410887,-0.000808408452785736
002441.SZ,2026-02-12,114975.0,20.0,28.0,0.40110602143683277,-0.2330250935984664,-0.24978927243467594,0.016593560952932476,-0.433147283863289,-0.433147283863289,-1.0,-0.03476624878636225,0.02807747596636851,-0.17009305083026874,-0.0018850141376060003,-5045510.0,0.0,-0.0003736022993920588,1.0,0.4197773138514063,0.4028572900486339,0.3856572414113835,0.3856572414113835,-0.02897296809039973,-0.08652467525094751,-0.2542924154320038,0.00010508487229499153
002441.SZ,2026-02-13,115000.0,20.0,51.0,0.4365758844898998,-0.2401049325567053,-0.23434822007605866,0.033739070977187285,-0.4512117152267383,-0.44715286904766166,-0.04300504240205594,0.011720989951234273,0.18970636219323522,0.18601929207071932,-0.015426497277676976,-7494592.0,0.0,-0.002058350511632243,1.0,0.397236637856041,0.4034493379969835,0.3408960696751724,0.34495491585424903,0.021931836153063378,0.08165204941413332,0.15392883888076758,-0.013493891198972985
002441.SZ,2026-02-24,115800.0,20.0,35.0,0.44871785422566596,-0.2744249374018306,-0.29434534390277317,0.015637777090193827,-0.20926535012832692,-0.24030731073157557,0.7552651312736812,-0.04241334251623108,0.12782879932074082,-0.02508062684993645,0.007469654528477809,-6789146.0,1.0,0.0011002347759904868,1.0,0.3629166330109157,0.343452214170269,0.5828424347735838,0.5518004741703351,-0.032202496314401974,0.013226648103424804,-0.057171080039888175,0.0094022606071818
002441.SZ,2026-02-25,115804.25,20.0,45.0,0.4613235727551105,-0.340127396277792,-0.3872520006468198,0.02152127287344717,-0.5065325610938963,-0.6360757646962416,-0.24169042026852977,-0.10052897512929548,0.20625324955981642,0.07682930946814139,-0.01041666666666663,-10817339.0,0.0,-0.0009629601759421301,1.0,0.27307680981877036,0.22593097904348897,0.25178568614399965,0.12274675802487978,-0.08770913909750738,0.0916510983425004,0.0881352410638046,-0.00947415959786363
002441.SZ,2026-02-26,115000.0,20.0,30.0,0.418386992969615,-0.4131535770386476,-0.41225068643339996,0.010132338862402364,-0.8079295428152496,-0.8079295428152496,-0.6605400450067582,0.0021422256123104777,0.14846302454816285,0.3745219256773203,-0.012291483757682187,-8238757.0,0.0,-0.0014919099759442712,1.0,0.1482937266485706,0.15362135953977057,-0.08088290181392399,-0.06501096691530495,0.014962061644098579,0.033860873330846836,0.3858278572729835,-0.011348976688879187
002441.SZ,2026-02-27,115803.0,20.0,35.0,0.5125867031521475,-0.37427785682263565,-0.3691405551612109,0.015525772049308086,-0.8022906224156885,-0.7912967319333801,-0.08522254553158853,0.011409580685665555,0.15029822041033022,-0.12229581124724473,0.010591350397175514,-9559520.0,1.0,0.0011079374693681698,1.0,0.1356503604468718,0.15004518133518097,-0.07524398141436284,-0.04837815603343543,0.024229416717453656,0.03569606919301421,-0.15438626443719644,0.012533857465978515
002441.SZ,2026-03-02,115514.99999999978,20.0,35.0,0.4362842636042333,-0.3624815941336368,-0.35679727486476215,0.018127444352847424,-0.6430583886973485,-0.6375982242043452,-0.11142832612949664,0.012801262990564055,0.27680637033268396,0.12605983597646303,-0.008920606601249048,-8465299.0,0.0,-0.0010537851765481637,1.0,0.09816705503764322,0.1443268626485334,0.11392641330346176,0.12976156745392997,0.02301210919239316,0.15292215525094377,0.13736576757212624,-0.006978099532446047
002441.SZ,2026-03-03,116000.0,20.0,22.0,0.43630938557442406,-0.5268728404632097,-0.5191641328663311,0.013761416987896739,-0.8276454842802028,-0.8233899473057806,-0.2590901602692335,0.020971889857819948,0.19280940173954236,-0.20311282374592216,-0.005504587155963359,-7435314.0,0.0,-0.0007403301536374413,1.0,-0.13228289885753192,-0.054048646656188526,-0.11966066775281226,-0.09111452673835485,0.02676517055378247,0.05466348980509053,-0.2352032769358739,-0.0031053334246199937
002441.SZ,2026-03-04,116534.99999999985,20.0,18.0,0.46125102677190605,-0.11531873987390902,-0.11532659756865796,0.02214680589807098,-0.3383242616965767,-0.3383242616965767,-0.04943868678750746,-1.5915463747018244e-05,0.08669620584940135,0.29316511650902216,-0.015223596574690745,-1799781.0,0.0,-0.008458582780172858,1.0,0.2792712017317688,0.3497888886414846,0.36966055483081384,0.3939511588708491,0.005777365232215503,-0.05144970608505048,0.2748493585733437,-0.011072049265365702
002441.SZ,2026-03-05,116000.0,20.0,29.0,0.5186468094778839,-0.16818025034136164,-0.16903082781546125,0.015521874282494791,-0.18833147497731692,-0.18833147497731692,0.5749972011396827,-0.0017493982245567752,0.07572235922649334,0.3133396924886506,0.010223048327137496,-2962652.0,1.0,0.003450640955175986,1.0,0.20697183115631018,0.2618493754463839,0.48534304510578175,0.5280720106914897,0.004043882471405746,-0.06242355270795849,0.24406896639393322,0.01437459563646254
002441.SZ,2026-03-06,116759.99999999985,20.0,28.0,0.4986449764012488,-0.5186400115648552,-0.5131718835755007,0.03123946521953041,-0.8031135072007201,-0.7964902622893845,-0.10059173882405181,0.014688816313841668,0.2558660494234335,-0.06990463281334687,-0.009900990099009799,-8995879.0,0.0,-0.0011006139699087434,1.0,-0.14949983494736535,-0.11297972783460586,-0.1984462545916842,-0.12185165939424591,0.02048209700980419,0.11772013748898166,-0.14673394228148826,-0.0057494427896847555
002441.SZ,2026-03-09,116809.99999999985,20.0,23.0,0.43533000887731105,-0.4247020930307802,-0.41309975807919763,0.021825285938222663,-0.6082373710464357,-0.588642942515574,-0.015466098957189192,0.027574305130615095,0.21720319994585865,-0.08030616932088085,0.012855831037649201,-6603222.0,1.0,0.0019469027450004339,1.0,-0.05556191641329039,-0.012907602338302793,-0.0035701184373998496,0.09072016446243925,0.03276132833186063,0.0678225774666121,-0.15713547878902223,0.018772681577656214
002441.SZ,2026-03-10,116900.0,20.0,26.0,0.48033161796035434,-0.2916417196070814,-0.2926482660315521,0.022229218001735312,-0.6442213081336428,-0.6442213081336428,0.024437960076928177,-0.002198520214708788,0.10451494741706965,-0.27824117498541423,-0.0008833922261484162,-4998790.0,0.0,-0.0001767212117628945,1.0,0.07749845701040842,0.10754388970934275,-0.05696456435006336,-0.007384313683349353,-0.0013158633705568912,-0.06548734388471308,-0.34751190108013164,0.005033458313858596
002441.SZ,2026-03-11,117000.0,20.0,14.0,0.3505296189390731,-0.34149692854224833,-0.3382566621320018,0.029440806503342333,-0.6570831985844786,-0.6570831985844786,,0.007300144455829716,0.04976743059868812,-0.11902503674621917,-0.008802816901408383,-4469893.0,0.0,-0.001969357409988654,1.0,0.021745116730742087,0.04943615071560303,-0.06982645480089922,-0.02024620413418521,0.009274103675462497,-0.12023486070309461,-0.14489937805532163,-0.002885966361401371
002441.SZ,2026-03-12,116900.0,20.0,14.0,0.4526813526586892,-0.601765222447118,-0.6043396128910143,0.012566023437464335,-0.9292709449240276,-0.9246963612869151,-1.0,-0.007771682619524989,0.16568361296445863,0.09905699229376415,-0.020979020979021046,-7765092.0,0.0,-0.0027017092623008642,1.0,-0.24966194274895903,-0.226143334986999,-0.3420142011404482,-0.2878593668366217,-0.005797723399892207,0.016302990485212082,0.07318265098466167,-0.015062170439014033
002441.SZ,2026-03-13,116900.0,20.0,16.0,0.349584114130984,-0.25455118853828806,-0.2621709212847747,0.028820716105561618,-0.7647860067273494,-0.7647860067273494,-0.15711162490759528,-0.016196968510090337,0.09345982262929392,0.0008047259951851266,0.02854424357754537,-3730720.0,1.0,0.0076511353244247005,1.0,0.09755209115987096,0.11602535661924063,-0.17752926294377003,-0.12794901227705602,-0.014223009290457556,-0.06453109405810051,-0.02506961531391734,0.036110208990274895
002441.SZ,2026-03-16,111994.99999999988,20.0,18.0,0.4032556519864001,-0.40528818136706873,-0.40944072781368135,0.036707324904268944,-0.6359286282891988,-0.6261285471042802,,-0.009714854563085629,0.028884384452534363,0.005764450236145739,-0.001846722068328699,-4496180.0,0.0,-0.0004107313471276257,1.0,-0.05329892002912617,-0.04647181280069479,-0.010280748417306751,0.010708447346013172,-0.007740895343452847,-0.1204962380267122,0.0179024006635214,0.004070128471678314
002441.SZ,2026-03-17,111500.0,20.0,13.0,0.451701471513815,-0.4864584108233297,-0.48942849575992736,0.0234725738152201,-1.0,-1.0,,-0.0077651493222364865,0.040137241739234095,-0.19099413304322804,0.006597549481621057,-5678947.0,1.0,0.0011617557764881227,1.0,-0.12321636555033927,-0.11123221785591203,-0.3605064915067263,-0.3631630055497066,-0.005791190102603705,-0.10924338074001246,-0.17885618261585237,0.0107490967909461
002441.SZ,2026-03-18,110100.0,20.0,8.0,0.2532748440477094,-0.3311993775906429,-0.33170078131968805,0.02787880175888604,-1.0,-1.0,,-0.0011236701706200947,0.07128672787712961,0.1000169796322818,-0.004798464491362786,-276158.0,0.0,-0.017375793898222795,1.0,0.032042667682347536,0.04649549658432728,-0.3563601515845043,-0.359090233831006,0.0008502890490126869,-0.06685918405732222,0.11215493005965746,-0.0006469171820377428
002441.SZ,2026-03-19,110100.0,20.0,14.0,0.4761087474303106,-0.5893420071522091,-0.5969091875048342,0.02424005671542457,-0.9214115286874152,-0.9214115286874152,,-0.02294906439292299,0.11106050678621522,-0.07890497456081749,-0.007554296506137925,-7169293.0,0.0,-0.0010537017396466948,1.0,-0.23735274581426652,-0.23394027249184768,-0.27777168027191945,-0.2805017625184212,-0.021512530195334556,-0.005111366582690013,-0.08218956267648292,-0.0037558105291131683
002441.SZ,2026-03-20,110000.0,20.0,5.0,0.3237806937385896,-0.46591562901458067,-0.470141670467046,0.004847112117780295,-1.0,-1.0,,-0.010425271068896569,0.06443977952753607,0.28141811796450766,0.0029268292682926855,-751751.0,1.0,0.0038933493514325787,1.0,-0.11392636767663811,-0.10717275545405947,-0.34934774664093937,-0.34934774664093937,-0.008988736871308134,-0.05500487352594194,0.2935560683918833,0.008078355091955758
002441.SZ,2026-03-23,110000.0,20.0,7.0,0.41463025471528253,-0.37344805352089616,-0.43614608364935953,0.02055863652177922,-0.7542278245604888,-0.7542278245604888,-1.0,-0.1365224243151577,0.17632759196849393,0.04923508040332406,-0.01988071570576555,-3873351.0,0.0,-0.005132691487489881,1.0,-0.0050683280427599176,-0.057949805745344196,-0.04329322190457474,-0.04329322190457474,-0.13508589011756927,0.05688293891501592,0.04595049228765863,-0.014729189882102478
002441.SZ,2026-03-24,108100.0,20.0,8.0,0.1897340454648535,-0.39722562973007935,-0.400431862048941,0.024830553693508232,-0.10059510903164418,-0.10059510903164418,0.32133181136798095,-0.0075379283060735824,0.1880387136352832,0.11571124472863634,0.017875920084121866,-3533271.0,1.0,0.005059311919215029,1.0,-0.023362674558313423,-0.002085497818690385,0.658911806612275,0.658911806612275,-0.005563969086440801,0.0685940605818052,0.11242665661297091,0.023027445907784938
002441.SZ,2026-03-25,106900.0,20.0,7.0,0.05738721120904667,-0.3891734718394496,-0.35968877794782655,0.022339498402246537,-0.33776658250420194,0.11242603550295859,,0.0528161308670142,0.061549916280542905,0.03650842437699135,-0.003045685279187804,-1713225.0,0.0,-0.0017777497288365663,1.0,-0.0034217285630920857,0.045247516983484615,0.4217403331397172,0.8719329511468777,0.05479009008664698,-0.06821184938664612,0.009008659057256452,0.002105840544475268
002441.SZ,2026-03-26,106150.0,20.0,6.0,0.26661115101988414,-0.4916659186663254,-0.49190409490079934,0.01339723594847503,-1.0,-1.0,-1.0,-0.0006281137296046957,0.09345518143720236,,0.0,-3019115.0,,0.0,1.0,-0.09846636788156093,-0.08696779996948817,-0.24049308435608086,-0.24049308435608086,0.0008084204679837392,-0.014332545664440088,,0.003922074885275295
002441.SZ,2026-03-27,105800.0,20.0,4.0,0.09522758629020703,-0.24118877540946607,-0.24163742234747293,0.015488485491266305,-1.0,-1.0,,-0.0009246631845872821,0.03493699312034984,0.03246042082294396,-0.006091370558375719,-441640.95,0.0,-0.013792585489099066,1.0,0.15201077537529842,0.16329887258383824,-0.24049308435608086,-0.24049308435608086,0.0005118710130011528,-0.06405039190283195,0.02669597058679822,-0.003645166884617468
002441.SZ,2026-03-30,104907.79999999999,20.0,8.0,0.19763590140123005,-0.3412277914433671,-0.3394906388440556,0.008797215134045301,-0.4927038626609442,-0.4927038626609442,,0.0039218090580568354,0.033917789041191956,-0.15407289913966543,-0.014925373134328401,-2001188.0,0.0,-0.00745825636288092,1.0,0.05197175934139736,0.06544565608725555,0.26680305298297496,0.26680305298297496,0.00535834325564527,-0.05953971299205618,-0.18653331996260938,-0.011003298249053106
002441.SZ,2026-03-31,103898.84999999996,20.0,7.0,0.2117178860195682,-0.46337527756118585,-0.4098308132702465,0.020078731657466913,-1.0,-1.0,,0.1231530420384892,0.039321064852050724,-0.17385796336567713,-0.009910802775024763,-87872.0,0.0,-0.1127868123510558,1.0,-0.07017572677642137,-0.004894518338935339,-0.24049308435608086,-0.24049308435608086,0.12458957623607764,-0.05075462879125113,-0.17962241360182288,-0.005988727889749468
002441.SZ,2026-04-01,103075.0,20.0,11.0,0.25157865973190113,-0.4394111743846479,-0.41496864443550857,0.00866792847565222,-0.5997810227361183,-0.5537711836071498,0.3252966431155133,0.05540915711757233,0.15508472471363882,0.032564647626799996,0.010000000000000009,-2898276.5,1.0,0.0034503264267562316,1.0,-0.0462116235998834,-0.010032349504197402,0.15972589290780081,0.20573573203676931,0.05684569131516076,0.07387544217569147,0.026800197390654257,0.013922074885275304
002441.SZ,2026-04-02,102950.0,20.0,4.0,0.25008088619284397,-0.3737414038767664,-0.37532469567327115,0.029325972037506844,-1.0,-1.0,,-0.0035765026295937474,0.027229867330397093,0.07787917389205537,-0.0019920318725099584,-2323559.0,0.0,-0.0008573192557232681,1.0,0.027515501671807663,0.03431107486869278,-0.24049308435608086,-0.24049308435608086,-0.0021399684320053125,-0.05735890300145076,0.07211472365590962,0.00045417180124829315
